Companyname;CVR;Telefonnumre
SYDHAVSØERNES VVS ApS;29133883;
DRØMMEHUSE ApS;29137102;
KALØ VIG KURSUSCENTER P/S;29137463;
DELA ApS;28506538;
ErhvervNordsjælland ApS;29138109;
PANTUS ApS;29138443;
ALTEQ A/S;29144702;
KNOWLEDGE CUBE A/S;28510489;
DEN GLADE GRIS ApS;28515626;
Flemming Kjær;28529066;
TECH MAHINDRA FILIAL AF TECH MAHINDRA LIMITED INDIEN;29182361;
Egkris Smedie & VVS Frank Linde Kristensen;28530234;
OFIA v/Owafia Seghaou;28536569;
Løgstør Kiosk v/Mette Ranum Nielsen;28564686;
OUTLINE VINDUER A/S;29189110;
EVERS ENTREPRISE ApS;29191743;
Steensgaard Gods;28570694;
Plan Grillen v/Kadir Kücükyildiz;28571577;
Center for Ridefysioterapi og Handicapridning v/Hanne Dahl Iversen;28571933;
Uldum Kro v/Jane Thomsen;28583338;
Take Away Lyngby Hovedgade ApS;29210926;
Fonden Team Golå;28206658;
DFL DANISH FIRE LABORATORIES ApS;29213542;
SOMMER INVEST MT ApS;28655428;
KLINISK TANDTEKNIKER OLE HØY ApS;29214166;
VIDEBÆK INVEST A/S;29220484;
MURERFIRMAET BRDR. MADSEN ApS;29221006;
TØMRERFIRMAET STRUER A/S;29223238;
GROWN UP LICENSES ApS;29225079;
B & W INVESTMENT ApS;29225583;
Din-Kiropraktor;29236690;
ADVODAN LYNGBY ADVOKATAKTIESELSKAB;29241600;
PH CONSULT GRINDSTED ApS;29242011;
CASE-IT ApS;29244235;
KARLSKOV BYG ApS;29244553;
Estate Helsingør Morten Friis ApS;29245045;
Lamithra v/ Michael Rasmussen;29252424;
MURERMESTRENE MICHAEL OG ANDERS MANDRUP ApS;28661924;
Lægerne i Markedsstræde I/S;29268614;
WESTERN UNION RETAIL SERVICES DANMARK FILIAL AF WESTERN UNION RETAIL SERVICES SWEDEN AB SVERIGE;28667752;
GLEJBJERG MEDBORGERHUS A/S;28669372;
BECH CONSULTING ApS;28674589;
E. Falck Grony A/S;29323313;
KM EL-TEKNIK ApS;28693710;
In Situ Food;28700113;
Wager Regnskab;29335567;
M2 FILM A/S;28700237;
Østervrå Lægeklinik v/Jens Martin Kristensen;29349584;
LA BAR/TYREN ApS;29388148;
GIRAFFEN ApS;29388180;
EFKT Media ApS;29389772;
Vektor Ejendomme A/S;29390274;
RESTAURATIONSSELSKABET HADI ApS;28707746;
KIRKEBY TØMRER ApS;28708416;
LORD NELSON ApS;28712057;
P. Christensen Mobility A/S;28714696;
Fredericia Tegnsprogsforening;28732716;
M.M.BYG MURERFIRMA ApS;29404712;
Christianshave Plejecenter (54101);28821727;
HISAR ApS;29409021;
PARTSREDERIET ALBATROS ApS;29409099;
Serviceareal Christianshave Christianshave Plejecenter (54301);28821832;
SERVICEMURERNE ApS;29423164;
S/I Ældrecentrene i Morsø;28821921;
Kalvehave pizza & grill;28824122;
Halsted Maskiner Aps;28846487;
KR.K.HERMANSEN ApS;28857004;
MURERFIRMAET BAVNEHØJ ApS;29443777;
KRAFT BILER A/S;28859309;
FK MANAGEMENT ApS;29446490;
Strukton Rail S-bane A/S;29446768;
VESTFYNS UNDERVOGNS CENTER ApS;28860692;
FrontIoT ApS;29509050;
DANCERT A/S;29512094;
MIDT-TRANS ApS;28861303;
KVISSEL OG ØENS TØMRERSJAK APS;28866399;
GOOGLE DENMARK ApS;28866984;
Kaffeselskabet v/Laila Holst;28877498;
Cafeterierne i Hallerne i Støvring v/Stig Hansen;28882009;
GARTNERIET HANSE A/S;28883609;
K/S SVEITSIN PORTAALI FINLAND;29535825;
Mads Tjener;29552444;
mkmetaldesign;29557098;
Bo Sørensen;29563616;
JUULS ENGROS A/S;28885970;
INNOCENT ApS;29601224;
TRUE MASKINSTATION ApS;29602859;
WOLFF JUNIOR INVEST A/S;28889089;
Lokaleportalen.dk ApS;29605610;
SwipBox Development ApS;28892500;
SJÆLLANDS AUTOMÆGLER ApS;28894376;
LYNGSØ VVS ApS;29611777;
CLEAN 2 GO ApS;29612005;
RETAIL SYD A/S;28894937;
IT-EL Ejendomme ApS;28895690;
Forstas A/S;29615756;
MALUS P/S;29615888;
JM HORSES ApS;29625018;
HH MULTI ApS;29625298;
DRAGØR LUFTFOTO ApS;29626464;
FRISØR BURMØLLE ApS;28896360;
L.G. Speciel Grossisten A/S;29629137;
Schoubo ApS;28897642;
COMPASS DATAWAREHOUSE A/S;28899629;
REKLAME & FOLIE DANMARK ApS;28901666;
Halles Auto v/Henrik Mathiasen;28917791;
Butik Design v/Ercan;29647984;
Sole Mio Pizza v/Z. Aljezani;28929846;
Ørholm Rytterklub;28930003;
KONSUL GROSSERER OSVALD CHRISTENSENS MINDEFOND VEJLE;28937512;
VESTERGAARD SVINEPRODUKTION ApS;29686475;
SPORTSTIMING ApS;29691401;
Anadolu Stenovnog grill;28938551;
GARTNERIET KLOSTERGAARDEN ApS;29693978;
REKOM R&D ApS;29694656;
Brimos Queen;29698953;
Mogens Brinkmann;29699755;
torvecafeen;28942974;
Svanevig Hospice;29732884;
Bageriet Ingeborg I/S;28955596;
ZINO ApS;28969740;
Royal M v/Ramdane Messaoudi;29743436;
All About Food Events v/Jakob Brøndum Nederby;29743789;
DIR. OTTO E OG SIGRID ANDERSEN F MICHAELSENS LEGAT;28971214;
Speciallægerne Peer Karup og Henrik Holmegaard Pedersen I/S;29756244;
ATHENAS ApS;28971990;
KATA Group ApS;28976690;
Leth & Kaack ApS;29782687;
ETHELBERG PROCES ApS;28977484;
BØGSTED MINK ApS;28992769;
WORLDTICKET ApS;29794626;
JNMH Ejendomme ApS;29795029;
VIRKLYST BYG A/S;29795061;
Paper Bottle Company A/S;28993854;
K.K. Biler v/Kenneth Kalstrup;29013314;
NRE GROUP A/S;29800758;
AVA GROUP A/S;29800804;
manifold AI consulting ApS;29805121;
Gilleleje Badehotel v/Humberto Petersen;29042675;
Lindi rengøring v/Hatije Dzemaili;29055513;
JEM ventilation;29098603;
Tobano Pizza I/S;29109087;
AIRSHELLS DENMARK ApS;29137846;
LP-YACHT ApS;29153418;
A-Ejd2 ApS;29169071;
ApS AF 1/11-2005;29173680;
BowlnFun Aalborg City ApS;29182477;
J Udlejning ApS;29182531;
Femstjernet Bilpleje;29188580;
Anker Fjord Hospice;28622643;
Torvets Kebab;28625987;
Druen v/Claus Schou Engemann;28631782;
Tandlægerne Slotscentret v/Annette Moeslund;28633793;
Chokolade - Fabrikken v/Jens Juhl;28634099;
Tandlægerne v/Lars Gregersen;28634307;
Davids v/David Jensin;28636180;
Jesper Aarup;28644981;
I/S Østergård;28647158;
Constantia2 v/ Birgit Astrup Nielsen;28649185;
Dommerby Gartneri v/Jan Schmidt;29267847;
Fonden Kallehavegård;29300283;
MOUSEFLOW ApS;29314500;
RÅDGIVNINGSGRUPPEN REGISTRERET REVISIONSANPARTSSELSKAB;29316996;
Louise og Simon Kold ApS;29323941;
CAFÉ DA VINCI ApS;29326703;
Anders Elholm Andersen;29336601;
TANDLÆGE MARC HADI ApS;29397422;
LETPENSION FORSIKRINGSFORMIDLING A/S;29401675;
Væveskolen i Greve;29951632;
STRAND RESTAURATIONSSELSKAB ApS;29973180;
Den Selvejende Institution Sønderborg Ungdomskollegium;29401721;
Karas v/Jakob Lindholm Lejland;29995141;
Den Selvejende Institution Humlehøj-Kollegiet;29401756;
FORMIDABEL ApS;29403597;
BILLUND VARME OG SANITET A/S;29407320;
HJ STÅL ApS;29414629;
SEM-SAFE Fire Safety A/S;29424470;
TGP TRANSPORT ApS;29424764;
SALTLAGERET ApS;29425620;
EUROFINS BIOPHARMA PRODUCT TESTING DENMARK A/S;29428689;
JTS BYG ApS;29446342;
Planteopbevaring/Plantehotel;29476845;
BBO II A/S;29515689;
Hjerm Vandværk A.m.b.a.;30058313;
FONDEN FEMERN BELT DEVELOPMENT;30058356;
LA Service;30063007;
EJENDOMSSELSKABET FÆLLEDVEJ VIBORG A/S;30066693;
VILOVET A/S;30068440;
NORFOLK ERHVERVSRENGØRING VEST ApS;30073681;
FRIHEDEN EJENDOMME  ApS;29518181;
Acem A/S;30078128;
SØHØJLANDETS GOLF RESORT P/S;29518807;
ACA PROJEKT BYG ApS;30078594;
AUGUSTIN SMEDIE OG VVS ApS;29523614;
CLAAS E-SYSTEMS Filial af CLAAS E-SYSTEMS GMBH TYSKLAND;30080718;
AKO BYG ApS;29527245;
MINDWORK ApS;30085000;
RISGÅRDENS SVINEPRODUKTION ApS;30089367;
THORNDAHL & CO. ApS;30089731;
Herning Missionshotel A/S;29527288;
MS Medico;29592179;
Frivilligcenter Hillerød;30128672;
RY POOL VANDTEKNIK ApS;29604754;
LOF Vordingborg;30138287;
DET NORDFYNSKE KYSTSIKRINGS- DIGE- OG PUMPELAG;30139712;
Interstuhl Büromöbel GmbH & Co. KG;30141431;
BC-TECHNIC ApS;29605734;
CAPELLA LOUNGE APS;30176693;
Revifront Invest ApS;30191773;
Planke-bord.dk ApS;29606390;
STRANDLYST ENTREPRISE ApS;29612501;
NORDIC EVENT ApS;29613486;
HOTEL THINGGAARD ApS;29627924;
SCHÄRFE BEGRAVELSESFORRETNING ApS;29629889;
CATERING GRUPPEN ØST ApS;29632944;
BO ANDERSEN SÆBY A/S;29634513;
MIDDELFART ØJENLÆGEKLINIK ApS;29635501;
Rønbjerg Råd og Administration;29656738;
Speciallæge Helle Kirkeby;29665761;
Restaurant Xin Fu v/Guobin Zhang;29669570;
ELEMENTMONTØREN ApS;29692874;
Fonden Boskov;29718954;
Keld Kjærsgaard Vidriksen;29737991;
Cafe Elmelund;29741719;
ALMENT PRAKTISERENDE LÆGE STEEN RUBOW ApS;30240952;
DIREKTØR FREDERIK WILHELM KRAFTS LEGAT;29748810;
AUTOBUDGET EUROPE A/S;30242793;
HANSEN MARITIME AGENCY ApS;30243145;
SKAAL Sønderborg ApS;30243684;
BYENS RENGØRINGSSERVICE ApS;30245555;
FUTURA JUVENTUS ApS;30272749;
STS DISTRIBUTION NORD ApS;29771545;
BØRGE JACOBSEN A/S;29780412;
TØMRER- & SNEDKERMESTER MARTIN KOFOED ApS;29786127;
BALTZER EL-INSTALLATION ApS;29793239;
Fuss & Disturb ApS;29796297;
Viadukt;30291166;
Team-W;30294696;
Frederikshavn Erhvervsråd;30329139;
Jørgen Vestergran Ejendomsudlej- ning;30329686;
JP Struktør;30341546;
JGK BYG ApS;30346033;
Frederiksværk Camping og Vandrehjem ApS;29798478;
RELIASSET A/S;29808198;
HELSTED EL ApS;30349431;
DIF & Team Danmark Kommerciel P/S;29809755;
FIDELS ApS;29809984;
ADIS A/S;30351894;
Viet Restaurant - Fisketorvet ApS;29816557;
K/S ASSCHENFELDT MANCHESTER ROAD KNUTSFORD;30353781;
Strauss Industri A/S;30359313;
Havana PRODUCTION ApS;30360753;
JDC COMPANY ApS;30362462;
NORDJYSK GRUNDVANDSSÆNKNING OG BRØNDBORING ApS;30363663;
K/S CORMAINVILLE VII;30365666;
K/S CORMAINVILLE VIII;30365674;
Christian Stenskrog;30366255;
Egotag Skilte & Reklame;30401263;
ORANJE BETON A/S;29817979;
Design og Handelshuset v/Bettina Damholt;30407997;
Linette L 120/v. Alfred Fisker Hansen;30408144;
SIGNDOT ApS;29818266;
NORDJYSKE JERNBANER A/S;29818983;
Rådgiver Jan Løvendahl;30440781;
BRUNO K. SØRENSEN A/S;29819718;
Clara Og Thorvald Rasmussens Fond;30451481;
AKTIV KIROPRAKTIK ApS;29821011;
EUROFINS MILJØ VAND A/S;29822980;
ICAFÉ ApS;29823308;
BLAZAR ApS;29825246;
1ST MILE ApS;30493540;
Nordhavn Coffee ApS;30493907;
LANGAGER ApS;30494911;
KB KØLETEKNIK ApS;29194343;
KAMTJATKA A/S;29200203;
HOTEL STRANDPARKEN ApS;29203466;
Greve Håndbold;29204527;
HANJA PLAST ApS;29212341;
TOTALREGNSKAB ApS;29825572;
ANDYS/SPRUTTEN ApS;29825726;
TØMRER- & SNEDKERFIRMA ANDERS NØRGAARD ANDERSEN ApS;29828369;
KØBENHAVNS BILPLEJE ApS;29831491;
N.A.S.H. ApS;29841144;
DANSK OVERPUMPNING A/S;30518578;
HANDELSFIRMAET ELGROSSISTEN ApS;30521749;
FONDEN FOR BILLIGE BOLIGER;29841942;
Institut Thomey ApS;29842949;
CESA ApS;29853304;
LINK PRODUKTION ApS;29214131;
TELE-MARK A/S;30527607;
SLOTSPAVILLONEN ApS;30527925;
SKANTECHNOLOGIES APS;30536371;
MIKES HYDRAULIK & MOTOR ApS;30536509;
DKA  ApS;30536819;
HOLSTEBRO ØJENKLINIK I/S;30536835;
SAMS GULVBELÆGNING ApS;30537904;
Dantherm Group A/S;30537939;
Danish Bread Studio Svendborg ApS;30540115;
GRAPPA PICCOLO ApS;30541952;
Radius Elnet A/S;29915458;
FAIR BILER A/S;29920281;
VESTERHEDE A/S;30548507;
NORDLING MINKAVL ApS;29921024;
KORSGADE DYREKLINIK ApS;30549872;
CRUZ & SCHNEIDER ApS;30550137;
SPECIALLÆGE HANS PETER JACOBSEN ApS;30550285;
B. CHRISTENSENS MASKINFABRIK EFTF. ApS;29922039;
Restaurant Isværket I/S;29925291;
UNICONVEYOR A/S;29927901;
FABERS HØRETEKNIK A/S;30551648;
ROSFORTH & ROSFORTH ApS;30552326;
LUNDGAARD ADVICE ApS;29929041;
BJERGGAARD ApS;30556690;
DJI STORE NORDIC A/S;30563409;
GENERALKONSUL HUGO EVERS LEGAT;29942714;
MONTANA BYG ApS;29978298;
JYSK TRÆFLIS ApS;30577221;
ACM DANMARK;29998507;
KOK MC ApS;30006143;
PEMARU ApS;30584570;
ØER MARITIME FERIE ApS;30585410;
SCANDINOVA A/S;30585968;
M.R. SMEDIE & RØRTEKNIK A/S;30591364;
EUROWIND ENERGY A/S;30006348;
Gynækologisk Klinik v/Birgit Steenstrup;30009231;
Asus Nordic AB;30017846;
BØGELUND TOTALENTREPRISE ApS;30597389;
DELAVAL A/S;30029410;
Sønderskov I/S v/Erik Nissen og Mogens Kunzendorf Nissen;30032616;
JJ HYDRAULIK A/S;30604067;
UGERLØSE VANDVÆRK;30034368;
Flexservice v/Jan Rantala;30038509;
Grand Hotel Struer I/S;30044622;
Frederikshavn Pizza;30053311;
MCNEIL DENMARK ApS;30077008;
JOBAN EJENDOMME ApS;30078233;
Horn Højgård v/Susanne Holm Kuhr;30628098;
FRILAND ÅRSLEV ApS;30079566;
Kaika Music;30634225;
MUNKSGAARD + ANDERSEN BYGHERRERÅDGIVNING A/S;30083709;
Williamsborg v/Niels Jacobsen;30644980;
Restaurant Pho Saigon;30645111;
DanØst Marked;30650271;
Hedebo;30661389;
Dijanas gulvservice;30668782;
Bjarne Kjær Handel;30677471;
Nordgårdens Tømrer;30684249;
NJB Ejendomme ApS;30689097;
Pajor ApS;30102215;
Klaus Petersen;30106296;
PROFIL BRODERI ApS;30691288;
AAV DÆK A/S;30693051;
MASKINFABRIKKEN AUTOMA ApS;30693078;
JC Entreprise;30137426;
Niels Henrik Nørgaard;30162900;
CATERING 133 ApS;30194853;
HINNERUP MASKINVÆRKSTED A/S;30704762;
Anker Christensens Eftf. ApS;30705335;
AGFA HEALTHCARE DENMARK A/S;30196996;
BLUE SURGICAL ApS;30198964;
HTK FORSYNING A/S;30199626;
Bojesen Jazz ApS;30717082;
SKOV & ANDERSEN ApS;30719778;
B.J. AUTOLAKERING ApS;30199669;
RS STÅLTEKNIK A/S HOBRO;30729145;
Mgns ApS;30202198;
Refslund Mark I/S v/Klaus Refslund Hansen & Anders Refslund Hansen;30220285;
Morten Hansen;30227638;
CUBIC GROUP ApS;30735609;
Æbletræet;30227700;
Alstrup I/S v/Bent og Lars Olesen;30230183;
Flying bagel;30748271;
Mamas Pizza v/ Adnan Waqaas Ali;30759273;
Italiano pizzaria;30771613;
TEGLGÅRDENS TØMRER & SNEDKER ApS;30234065;
Fars Café;30791908;
W.I.T. ApS;30802551;
TÅSTRUP PAVA CENTER A/S;30803795;
BELLA SKILTE & PRINT A/S;30234340;
Schroll Flowers ApS;30236319;
Giza ApS;30236483;
K.L. BYG ApS;30813588;
GLOBAL STOLE A/S;30237986;
Skanlux Byggefirma A/S;30817176;
Shop N Play ApS;30819438;
Inrocs aps;30241789;
LAUTRUP & CO. ApS;30824075;
S-CONNECT ApS;30825020;
TANDPLEJERKLINIKKEN LØGSTØR ApS;30825780;
LÜBKER GOLF RESORT ApS;30827708;
FRIIS NIELSEN AUTOMOBILER ApS;30827953;
QSOLUTIONS ApS;30275993;
FLEGGAARD LEASING A/S;30278895;
VE2 007 ApS;30829832;
DOBI Consult ApS;30280261;
NÆSTVED GULVE A/S;30284135;
TOP UP ApS;30831772;
Svend Ebsen Schøler;30289943;
Lægeklinikken Roskilde Midtby;30851366;
vigka;30853776;
TANDLÆGEHUSET SØNDERBORG I/S;30348559;
FONDEN HARTEVÆRKET;30348834;
Kasai 2 ApS;30349938;
KULTORVET 11 ApS;30896432;
Havnens Fiskebod A/S;30898346;
ELTON A/S;30898958;
GILEAD SCIENCES DENMARK ApS;30899032;
Staldknægten ApS;30350553;
REVISIONSAKTIESELSKABET IB ROHDE REGISTRERET REVISIONSVIRKSOMHED;30905652;
STAAG A/S;30906500;
RESPIRATOR Aps;30352505;
Grøn Opvækst v/ Mikkel Tue Knudsen;30407970;
Birk og Conrad v/Steffen Conradsen;30409590;
Mardin Mirza;30421892;
Veteran Consult;30450337;
ECO-PROGRESS A/S;30484673;
Dansk Isolering ApS;30916468;
CENAMA SERVICE ApS;30487281;
NORDENBJERG MASKINSTATION ApS;30487303;
M&K SOUND A/S;30924657;
Denmark Olympia Owner ApS;30490576;
ALFA LAVAL KOLDING A/S;30938011;
Kodahl Ejendomme;30939697;
Udlejning Jette Dalhøj;30941446;
MALERMESTER MATZ B. NIELSEN ApS;30495772;
TH Automobiler v/Thomas Holst Juul;30955951;
SKALBORG KIOSK ApS;30500369;
K/S LARBERT;30500997;
CAFÉ BIFROST ApS;30501055;
NY ENDRUPHOLM A/S;30502329;
KJÆRSGAARD DEVELOPMENT ApS;30988000;
MADERA ApS;30506588;
CAFÉ DOLLY ApS;31049814;
STERLING POLISH COMPANY A/S;30510895;
DRIFTSSELSKABET SOLPARKEN A/S;31051029;
TCB SEVEN ApS;30513967;
EHL FONDEN;30516583;
VÆRTSKABET ApS;30517326;
GOLDEN GROUP ApS;30523989;
FDM TEST OG BILSYN A/S;31075939;
ALLANS MURERFORRETNING NR. SNEDE ApS;31090202;
SARWAR INVEST ApS;31091195;
Eskelunds Bageri v/Thomas Jensen Kirk;31095174;
ENTREPRENØR PETER WULFF ApS;30524527;
ARBEJDSMILJØEKSPERTEN AALBORG ApS;30525280;
MØLLER-JENSEN INNOVATION OG DESIGN ApS;30525507;
Fonden SPANGEN;29867585;
Bjørk & Dahl Bogholderi og Administration;29900973;
Østjysk Tagrenovering ApS;31152844;
FORSSTRØM ApS;30548035;
TANDLÆGE LENE MEYER ApS;31158400;
ALLINGÅBRO TOTALBYG A/S;31158605;
KIRKETOFT ApS;31166357;
PREMA FONDEN;31166640;
VON FRESSEN ApS;31167884;
TANDLÆGE UFFE VANG HJELM ApS;30548744;
KRIEGBAUM ApS;30550382;
BOLIGCENTER HELLERUP ApS;31176034;
ProMilking ApS;30550668;
SERVICE-TEKNIKKER.DK ApS;31178827;
TSG EL A/S;30550757;
HVIDBJERG AUTOVÆRKSTED ApS;31183243;
LANDBOGRUPPEN NORD ApS;31183944;
DsomDavid.com;31211522;
ADAMA Northern Europe B.V.;31211638;
PLATFORMENS FOLKEKØKKEN A/S;30553705;
JD ENTREPRISE ApS;30574095;
ENGESVANG ØKOLOGI ApS;31252717;
IZLAND ApS;31254450;
HP Drift ApS;31254728;
AQRAOU INVEST ApS;31256429;
NYBRO & ELLEMOSE ApS;31257069;
MESTERMUREREN ApS;30574443;
CENTER FOR ARBEJDSMILJØFONDEN;30577892;
HORNSLET AUTOLAK ApS;30580605;
TØRRING SERVICECENTER ApS;30593405;
ENGDAL BYG ApS;30595165;
SIDEWALK ApS;30596307;
BØJE KRAN- OG MASKINTRANSPORT A/S;30597532;
KB-FREELANCE ApS;31276136;
Cubus Technology ApS;30602870;
ApS Hårby - Mad og Slagter;31279666;
The Double Ds Aps;30610016;
Incitu ApS;30610075;
GLARMESTER LENNART JOHANSEN ApS;30615344;
ØLLINGEGAARD ApS AF 30/6 2012;30616227;
INFO-TERIA SYD HOS EMIL ApS;31301076;
Pedersen Multisite v/Hans Christian Pedersen;31309107;
Havlyd/Havmøllen v/ Sofie de Magos Jensen;30619161;
NA  SERVICE;30623088;
Bønding I/S v/Knud Bønding og Jens Bønding;30633091;
Lægerne Nybovej;30636775;
HOVEDSTADENS ISOLERING ApS;31325951;
DANVARME VENTILATION OG MASKINFABRIK A/S;30691237;
H. J. LAKERING ApS;30691261;
K.D.S. INVEST A/S;30693493;
PEMILE ApS;30694503;
TREND OF HAIR TARUP ApS;31332877;
EL-CENTRUM ApS;31333725;
AAV DÆK AARHUS A/S;30696972;
Madhimlen;31356857;
BRUUNSFRISØR ApS;30707494;
RM COATING ApS;31361788;
ELVING ApS;31362474;
ORTOPÆDKIRURGISK KLINIK SYDHIMMERLAND ApS;30716892;
BØVLINGBJERG MASKINSTATION A/S;30716930;
LRS RENGØRING & SKADESSERVICE ApS;31370833;
MA ROMA INVEST ApS;31371090;
EJVINDS SØNDERVIG ApS;31371759;
EJD. KANALHOLMEN 4 ApS;31371813;
LANDMANDSSELSKABET AF 1. APRIL 2008 ApS;31373077;
AUTOCENTER ASSENTOFT ApS;31373786;
SJUS BAR ApS;31374057;
Tika House of Hair v/Karin Schou Jøhnk;31386845;
Grill Hytten v/Cayan Akbina;31398185;
Midtjyllands Sommerhusudlejning;31408873;
LE-FIX CLOTHING ApS;31411793;
KRIPAS ApS;31413133;
Yara Danmark A/S;30722566;
RYGAARD SERVICECENTER A/S;31416337;
P. ELGAARD EFTF. ApS;30729471;
TANDLÆGESELSKABET STEEN H. ANDERSEN ApS;31420881;
LAMBÆK GULVE A/S;30733045;
NØRREGAARD ApS;30733800;
Cafe Panino;31443687;
SG;31448263;
BRENDERUP AUTOSERVICE ApS;31467969;
BRIAN ERIKSEN ApS;31468396;
FAXE FORSYNING A/S;31480434;
AM-Team v/Algirdas Meilúnas;30741269;
SKELDAL FARMS ApS;31482003;
TØMRER- & SNEDKERMESTER MORTEN LIISBERG ApS;31484790;
Matanken v/Salah Refad Bahjat;30746880;
Meilholm Handel & Montage;30776011;
Melfarhus ApS;30806298;
IN Groupe Denmark  A/S;30808460;
Europa Vending A/S;30811690;
Carmet ApS;30817028;
FA-EL A/S;31493234;
RENDER MARK 1 ApS;30823478;
C SERVICE ApS;31496837;
P. J. SKOVVÆRKTØJ NØRRESUNDBY ApS;30827961;
Ahorn Danmark ApS;30829387;
DEMATIC FILIAL AF DEMATIC LIMITED UK;30830849;
SCANDCLEAN ApS;30831586;
Amagerport Vinstue;30846737;
Flex Guard v/Thomas Andersen Kær;30864913;
CHINA CAFÉ FAMILIERESTAURANT HERNING ApS;31502721;
Mamma Rosa v/Ahmet Ackan;31503329;
Udlejning v/Marianne Dencker Nielsen;30874692;
Frederik Olsen;31522382;
I/S Fuglsang;31530911;
DinHushjælp;31534356;
EXPERT JAMMERBUGT ApS;30896009;
CVJ-BYG ApS;30901320;
TØMRERMESTER SCHEIBEL ApS;30907701;
NORDJYSK SMÅGRISESALG ApS;31577632;
CT KLINIKKEN A/S;30908538;
Heimstaden Vesterhavnen 5-11 ApS;31580668;
ØENS AUTOVÆRKSTED ApS;31581443;
Sæmer ApS;30908759;
FATAMORGANA ApS;30909143;
DESPOTSOFT ApS;30912209;
SPECIALTANDLÆGE THOMAS BACH URBAN ApS;31584981;
KIROPRAKTIK OG SUNDHEDSHUSET ApS;31586046;
FJORDAGER TØMRER- OG SNEDKERFORRETNING ApS;31586208;
KØGE ØJENKLINIK ApS;31587247;
SALSAKONGEN ApS;30914724;
NYMARK & FOGH TEKNIK ApS;31591864;
TØMRERKOMPAGNIET ApS;31593492;
POUL-ERIK HEYN & SØNNER A/S;31593883;
BALL BEVERAGE PACKAGING FREDERICIA A/S;30917839;
HENRIK NIELSEN ENTREPRENØRFORRETNING ApS;31596904;
BRITA Nordic A/S;30921593;
GEDSTED MEJERI A/S;31599261;
PROCARE ApS;31602807;
Munn v/Majken Usen Nielsen;30934571;
SKÆVINGE KRO A/S;31609119;
Rügges Vinduespolering;30946030;
MEDIATOR ApS;31612438;
EST Skjern A/S;31615488;
BERGENSER ADVOKATFIRMA ApS;31616484;
FONDEN TIL BEVARELSE AF ANNE JUSTSHAVE;31620732;
JW Admin;30958268;
CERAMICSPEED BEARINGS A/S;31623138;
HADBJERG MUR OG BETON ApS;31634989;
Speciallæge i Psykiatri Ejnar Bundgaard Larsen;31641144;
La Mela Pizza;31642507;
NORDBORG ANDELSBOLIGFORENING;30980212;
JAKOBSEN EL A/S;30547667;
Kjeldsen og Co;31683947;
Heidi Schnabel Rørvig;31700116;
Nyhavn Pizzaria;31721822;
KFC FIELDS ApS;31172241;
SINO ApS;31172314;
BOLIGCENTER VANGEDE ApS;31176107;
FALERNUM ApS;31178851;
AlbKos Preniqi Byg;31212707;
Risby Supplies;31231728;
TANDLÆGE ESBEN JUHL HANSEN ApS;31257689;
TRAVELBROKER NORDIC ApS;31258138;
KETNER-UTSCH A/S;31258154;
JOHN BULL PUB AALBORG ApS;31260582;
MOVIESTARPLANET ApS;31269008;
Kanalbyen i Fredericia P/S;31754372;
PLENOM A/S;31755107;
DAN MARK EJENDOMME Udvikling A/S;31756138;
FISHER & PAYKEL HEALTHCARE FILIAL AF FISHER & PAYKEL HEALTHCARE AB SVERIGE;31270766;
STAMP EJENDOMME ApS;31273420;
GE VERNOVA INTERNATIONAL LLC FILIAL I DANMARK;31761220;
PP MASKINTEKNIK ApS;31764491;
BOX COFFEE ApS;31767903;
KLOSTERBRYGGERIET A/S;31279054;
Latinerly ApS;31284856;
TINGHØJ MOTORSAVE A/S;31285909;
Lihme Protein Solutions ApS;31286204;
CENTERFORENINGEN METROPOL-HJØRRINGV.M.B.A.;31299446;
Kaktus III;31317959;
Hr Bo Kaczmarek;31827701;
Lægerne Gyldenløvesgade I/S;31841054;
Pitato Potato;31319692;
Brydegården v/Claes Pasgaard Erlang;31320976;
CAFE TRE KONGER ApS;31850762;
FONTAINE CONSULT ApS;31852374;
Inger Westh Nielsen;31325021;
CS ACCOMMODATION A/S;31859034;
DATALINKNORD A/S;31326567;
TANDLÆGE RIKKE MØRCH ApS;31332109;
NCI Advisory A/S;31332443;
Revenu Registreret Revisionsanpartsselskab;31332699;
Børge Møller Grafisk I/S;31355842;
Center for Tandregulering I/S;31361222;
Finalto A/S;31364523;
FRØKJÆR PAPIR & VIN ApS;31366968;
SJÆLLANDSGADE 17 ApS;31413206;
AQUA WELLNESS A/S;31418925;
SAM PARTNER A/S;31876036;
PERS DIAMANTVÆRKTØJ ApS;31426375;
SCHMIDT TIP ApS;31879078;
Vallensbækdellen ApS;31879914;
Lægehuset Fanø;31442184;
LANDBOGRUPPEN MIDTØST ApS;31884373;
TANDPROTETIKEREN SVENDBORG ApS;31884381;
GJESSØ VVS ApS;31480523;
JAN GEDSØ TØMRER & SNEDKER A/S;31489504;
ADVOKATFIRMAET KAREN MARIE & ANDERS C.HANSEN ADVOKATANPARTSSELSKAB;31489903;
COMWELL KØGE STRAND A/S;31889960;
TANDLÆGE SARGIZ NAIBIN ApS;31490154;
RAKET ApS;31894360;
Vattenfall Network Solutions A/S;31894522;
Centerforeningen I P Jacobsen Centret;31904323;
Tandlægerne Rønn og Lund I/S;31905524;
Speciallæge Christoffer Ostri;31916682;
